epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,1308.08,0.80184,1.95944,0.98424,1.15423,0,0.61743,0.73372,0.7419,0.59553,0.58889,0.71696,0.70983,0.56132,1.16449,2.82938,1.23412,1.70847,0,0.00076636,0.00076636,0.00076636
120,1318.95,0.78859,1.95551,0.93807,1.13392,0,0.88572,0.72457,0.79239,0.62216,0.85329,0.68197,0.73599,0.56036,1.08547,3.04763,1.22907,1.60451,0,0.00076438,0.00076438,0.00076438
121,1329.88,0.80862,2.05103,0.98896,1.15773,0,0.85215,0.53754,0.78395,0.58203,0.85221,0.50984,0.73583,0.54113,1.07247,3.04975,1.21818,1.56266,0,0.0007624,0.0007624,0.0007624
122,1340.8,0.76749,1.84696,0.92483,1.11059,0,0.75014,0.73463,0.80061,0.61104,0.69893,0.70816,0.75373,0.58977,1.1268,2.54744,1.35405,1.63128,0,0.00076042,0.00076042,0.00076042
123,1351.76,0.76364,1.8834,0.90867,1.12875,0,0.78845,0.67771,0.75535,0.60176,0.73918,0.65231,0.70375,0.55095,1.13797,2.71321,1.41214,1.6137,0,0.00075844,0.00075844,0.00075844
124,1362.73,0.79365,1.96456,0.97629,1.15192,0,0.83682,0.62289,0.74153,0.4991,0.72529,0.66712,0.69872,0.50334,1.14942,2.67837,1.48824,1.68879,0,0.00075646,0.00075646,0.00075646
125,1373.63,0.774,1.88094,0.94513,1.12725,0,0.76181,0.66689,0.75216,0.54806,0.73363,0.6535,0.71721,0.53299,1.16737,2.58271,1.22396,1.69962,0,0.00075448,0.00075448,0.00075448
126,1384.49,0.75463,1.85874,0.93055,1.11906,0,0.74772,0.71956,0.77567,0.55144,0.68987,0.68571,0.73562,0.53243,1.18112,2.52329,1.45625,1.63119,0,0.0007525,0.0007525,0.0007525
127,1395.4,0.75356,1.82768,0.89285,1.11408,0,0.7888,0.76487,0.78433,0.59619,0.74612,0.73362,0.74098,0.54736,1.06713,2.42904,1.46386,1.58355,0,0.00075052,0.00075052,0.00075052
128,1406.3,0.80971,2.02007,0.98289,1.15103,0,0.86509,0.74313,0.80063,0.61616,0.86663,0.71725,0.76932,0.59705,1.0819,2.59022,1.43298,1.52994,0,0.00074854,0.00074854,0.00074854
129,1417.18,0.77026,1.92422,0.95805,1.13617,0,0.69685,0.75685,0.78423,0.62457,0.6567,0.72471,0.73297,0.58008,1.12441,2.74446,1.14583,1.55139,0,0.00074656,0.00074656,0.00074656
130,1428.23,0.75168,1.84082,0.92792,1.1282,0,0.75011,0.73154,0.7757,0.60577,0.69574,0.70957,0.72598,0.57749,1.07579,2.74285,1.27112,1.51733,0,0.00074458,0.00074458,0.00074458
131,1439.26,0.79841,2.00877,0.97279,1.15525,0,0.83358,0.57583,0.7824,0.64301,0.78866,0.5546,0.73238,0.56841,1.03732,2.40796,1.15945,1.5407,0,0.0007426,0.0007426,0.0007426
132,1450.19,0.75768,1.85669,0.91487,1.12006,0,0.84058,0.57425,0.77405,0.58485,0.80822,0.57136,0.73587,0.55973,1.04722,2.49477,1.14087,1.54449,0,0.00074062,0.00074062,0.00074062
133,1461.27,0.75812,1.85466,0.91154,1.10952,0,0.86739,0.72921,0.80708,0.62992,0.83891,0.70509,0.7635,0.58776,1.09531,2.52316,1.12649,1.6102,0,0.00073864,0.00073864,0.00073864
134,1472.24,0.77328,1.9273,0.94847,1.1226,0,0.74628,0.79044,0.81868,0.62659,0.70305,0.76177,0.76659,0.59842,1.0282,2.6257,1.0704,1.53656,0,0.00073666,0.00073666,0.00073666
135,1483.19,0.79605,1.9244,0.95411,1.14247,0,0.74272,0.69053,0.77414,0.60732,0.70622,0.6682,0.7265,0.54555,1.07301,2.61792,1.30166,1.56224,0,0.00073468,0.00073468,0.00073468
136,1494.1,0.78339,1.93978,0.93795,1.13596,0,0.80671,0.76648,0.7878,0.60875,0.79308,0.75681,0.76712,0.56891,1.09955,2.58013,1.28935,1.60557,0,0.0007327,0.0007327,0.0007327
137,1505.06,0.76507,1.88854,0.91782,1.12365,0,0.80841,0.7558,0.81279,0.6141,0.77969,0.74374,0.76872,0.58897,1.13504,2.85646,1.18501,1.68005,0,0.00073072,0.00073072,0.00073072
138,1516.07,0.79013,1.983,0.94002,1.14489,0,0.89746,0.64002,0.79502,0.56822,0.86542,0.62796,0.75293,0.57983,1.10906,2.54627,1.24444,1.61418,0,0.00072874,0.00072874,0.00072874
139,1527.06,0.77717,1.9265,0.92197,1.13783,0,0.80284,0.75876,0.80918,0.61826,0.76077,0.73977,0.75999,0.57411,1.09621,2.70214,1.07501,1.56946,0,0.00072676,0.00072676,0.00072676
140,1537.98,0.73326,1.77284,0.84852,1.09535,0,0.82002,0.76768,0.82788,0.64003,0.78804,0.74058,0.77847,0.58894,1.09471,2.68464,1.03414,1.57593,0,0.00072478,0.00072478,0.00072478
141,1549.07,0.73635,1.81404,0.85083,1.08937,0,0.62721,0.82993,0.82394,0.63777,0.5829,0.77547,0.76701,0.57653,1.05963,2.62056,1.05617,1.52062,0,0.0007228,0.0007228,0.0007228
142,1560.12,0.76404,1.88624,0.86519,1.11664,0,0.72594,0.78405,0.80536,0.6306,0.67973,0.74051,0.75227,0.59025,1.08413,2.65455,1.24061,1.57581,0,0.00072082,0.00072082,0.00072082
143,1571.09,0.76271,1.87081,0.89656,1.11786,0,0.79067,0.75074,0.80238,0.63125,0.7696,0.72705,0.76283,0.60518,1.10361,2.69721,1.25546,1.62289,0,0.00071884,0.00071884,0.00071884
144,1582.05,0.75795,1.88134,0.89454,1.11391,0,0.797,0.75599,0.80176,0.62559,0.81525,0.69775,0.74031,0.58439,1.09928,2.46025,1.15742,1.63228,0,0.00071686,0.00071686,0.00071686
145,1592.95,0.73677,1.86953,0.89737,1.10225,0,0.62651,0.7969,0.80719,0.61743,0.58035,0.75893,0.7521,0.56928,1.14031,2.33508,1.14246,1.58003,0,0.00071488,0.00071488,0.00071488
146,1603.88,0.77621,1.86373,0.94328,1.12941,0,0.79974,0.69821,0.77427,0.61819,0.76671,0.68569,0.73646,0.53734,1.12624,2.55438,1.24309,1.62109,0,0.0007129,0.0007129,0.0007129
147,1614.76,0.74276,1.83266,0.89151,1.11134,0,0.78113,0.7408,0.81486,0.62344,0.71914,0.69823,0.75649,0.59343,1.08383,2.31282,1.06932,1.59741,0,0.00071092,0.00071092,0.00071092
148,1625.66,0.72307,1.80966,0.87359,1.09701,0,0.85513,0.70268,0.81387,0.6254,0.81543,0.67054,0.77506,0.57863,1.06685,2.50291,1.12289,1.54179,0,0.00070894,0.00070894,0.00070894
149,1636.44,0.71956,1.80557,0.87214,1.09612,0,0.81166,0.74404,0.80305,0.63197,0.75732,0.71478,0.74503,0.58943,1.11703,2.4114,1.14193,1.59441,0,0.00070696,0.00070696,0.00070696
150,1647.28,0.73556,1.80162,0.8565,1.10966,0,0.85258,0.55466,0.77569,0.61232,0.81703,0.54399,0.73642,0.58438,1.08197,2.50969,1.19576,1.59638,0,0.00070498,0.00070498,0.00070498
151,1658.16,0.7434,1.8142,0.88126,1.10509,0,0.81194,0.70768,0.79185,0.61755,0.82231,0.65892,0.7483,0.59537,1.07338,2.49561,1.08591,1.56348,0,0.000703,0.000703,0.000703
152,1669.02,0.72249,1.78919,0.85921,1.09443,0,0.78942,0.77554,0.8024,0.58879,0.74905,0.75671,0.76489,0.57496,1.19797,2.7614,1.01152,1.67219,0,0.00070102,0.00070102,0.00070102
153,1679.93,0.73598,1.86816,0.89652,1.09867,0,0.89083,0.71461,0.81588,0.62177,0.81455,0.67889,0.76491,0.60225,1.06834,2.567,1.04893,1.6129,0,0.00069904,0.00069904,0.00069904
154,1690.93,0.75685,1.99467,0.92211,1.13071,0,0.76778,0.72568,0.77019,0.59866,0.71353,0.68768,0.71447,0.56834,1.10295,2.72194,1.11546,1.63251,0,0.00069706,0.00069706,0.00069706
155,1701.95,0.74988,1.83256,0.85943,1.10235,0,0.7548,0.73955,0.79088,0.63878,0.75645,0.68871,0.73962,0.58547,1.11939,2.65493,1.16055,1.66644,0,0.00069508,0.00069508,0.00069508
156,1712.79,0.74746,1.84291,0.88408,1.11169,0,0.71955,0.73629,0.77669,0.59337,0.65862,0.69983,0.71304,0.52776,1.06121,2.51041,1.12874,1.54338,0,0.0006931,0.0006931,0.0006931
157,1723.68,0.73232,1.77561,0.84292,1.09243,0,0.85283,0.65775,0.78458,0.59866,0.81242,0.64706,0.73937,0.57129,1.08223,2.69583,1.19703,1.5866,0,0.00069112,0.00069112,0.00069112
158,1734.5,0.75044,1.86092,0.86749,1.10754,0,0.85264,0.69729,0.79897,0.64031,0.81225,0.6839,0.76338,0.57534,1.10586,2.67784,1.20982,1.65713,0,0.00068914,0.00068914,0.00068914
159,1745.4,0.72478,1.82665,0.86565,1.10018,0,0.89394,0.68034,0.80273,0.59954,0.87975,0.67587,0.76851,0.57168,1.06662,2.55937,1.06628,1.57004,0,0.00068716,0.00068716,0.00068716
160,1756.27,0.74957,1.8745,0.88557,1.11356,0,0.90827,0.68568,0.80935,0.63751,0.87949,0.67737,0.77396,0.58229,1.02655,2.58477,1.07618,1.52663,0,0.00068518,0.00068518,0.00068518
161,1767.14,0.72567,1.74732,0.85712,1.09714,0,0.80834,0.7543,0.79545,0.62917,0.79371,0.75364,0.76634,0.58312,1.1597,2.76855,1.11078,1.70384,0,0.0006832,0.0006832,0.0006832
162,1777.99,0.71145,1.8025,0.85946,1.08725,0,0.82666,0.748,0.80767,0.64625,0.81737,0.71572,0.75829,0.60193,1.09146,2.52299,1.0823,1.62424,0,0.00068122,0.00068122,0.00068122
163,1788.9,0.7121,1.8237,0.80554,1.08728,0,0.88275,0.73043,0.79177,0.62578,0.87126,0.73043,0.7792,0.58541,1.08869,2.36116,1.15681,1.58766,0,0.00067924,0.00067924,0.00067924
164,1799.87,0.75357,1.87929,0.87693,1.1182,0,0.71175,0.74791,0.77479,0.54668,0.65224,0.6988,0.70849,0.50297,1.05782,2.53119,1.23285,1.62252,0,0.00067726,0.00067726,0.00067726
165,1810.79,0.75033,1.87681,0.87439,1.10768,0,0.69516,0.73768,0.79288,0.58957,0.66356,0.71089,0.75849,0.56201,1.04227,2.54338,1.15629,1.63931,0,0.00067528,0.00067528,0.00067528
166,1821.75,0.71278,1.77269,0.82721,1.08643,0,0.76767,0.72393,0.80105,0.6154,0.74751,0.68386,0.74161,0.58037,0.97783,2.57785,1.13874,1.50814,0,0.0006733,0.0006733,0.0006733
167,1832.67,0.74057,1.87338,0.87018,1.09671,0,0.88824,0.74354,0.83112,0.65183,0.84187,0.7201,0.77325,0.61315,1.04865,2.65066,1.17888,1.55064,0,0.00067132,0.00067132,0.00067132
168,1843.68,0.72369,1.78093,0.85206,1.10105,0,0.87591,0.73451,0.83651,0.63374,0.82401,0.70716,0.76766,0.58611,1.04379,2.7316,1.18812,1.60739,0,0.00066934,0.00066934,0.00066934
169,1854.71,0.73408,1.82307,0.83325,1.0998,0,0.7939,0.72575,0.78917,0.58074,0.74434,0.68558,0.72978,0.51076,1.13164,2.62408,1.2248,1.70613,0,0.00066736,0.00066736,0.00066736
170,1865.64,0.7503,1.88714,0.86114,1.11313,0,0.88589,0.69197,0.78041,0.58574,0.87379,0.69201,0.74309,0.53022,1.10703,2.74332,1.11542,1.63949,0,0.00066538,0.00066538,0.00066538
171,1876.55,0.73055,1.84155,0.87469,1.09266,0,0.84296,0.71153,0.80604,0.65194,0.86146,0.69659,0.77111,0.60135,1.01964,2.5116,1.00973,1.59493,0,0.0006634,0.0006634,0.0006634
172,1887.48,0.70801,1.75096,0.83334,1.07524,0,0.89032,0.68795,0.79284,0.62413,0.85836,0.67886,0.75549,0.58105,1.00912,2.3505,1.12378,1.5236,0,0.00066142,0.00066142,0.00066142
173,1898.44,0.72301,1.78947,0.828,1.09366,0,0.88673,0.69373,0.80141,0.62677,0.84175,0.6794,0.75195,0.58473,1.04577,2.4035,1.1571,1.54601,0,0.00065944,0.00065944,0.00065944
174,1909.37,0.73373,1.80002,0.87447,1.10524,0,0.83668,0.72657,0.81423,0.63559,0.82803,0.72238,0.78336,0.58906,1.02632,2.5685,0.96731,1.54118,0,0.00065746,0.00065746,0.00065746
175,1920.32,0.72024,1.76462,0.8197,1.08252,0,0.82982,0.76416,0.81375,0.66597,0.81725,0.72513,0.76934,0.57295,1.11023,2.89711,1.03994,1.60631,0,0.00065548,0.00065548,0.00065548
176,1931.3,0.72278,1.80522,0.81725,1.08674,0,0.85442,0.75804,0.82831,0.67906,0.8337,0.74911,0.77104,0.59331,1.01592,2.7318,0.91195,1.55974,0,0.0006535,0.0006535,0.0006535
177,1942.28,0.72204,1.75705,0.83541,1.10029,0,0.68684,0.76905,0.77693,0.6322,0.64394,0.74226,0.73997,0.58217,1.00914,2.63805,0.97267,1.55583,0,0.00065152,0.00065152,0.00065152
178,1953.17,0.73112,1.7947,0.84365,1.10763,0,0.78721,0.71243,0.79437,0.63697,0.75482,0.6919,0.75412,0.58542,1.00866,2.37741,1.01479,1.52205,0,0.00064954,0.00064954,0.00064954
179,1964.07,0.71749,1.77177,0.82889,1.0909,0,0.85127,0.75348,0.81842,0.62269,0.80961,0.7391,0.76948,0.59701,1.03214,2.60209,0.95412,1.53716,0,0.00064756,0.00064756,0.00064756
180,1974.95,0.69308,1.73803,0.8091,1.08235,0,0.74423,0.80254,0.81592,0.64915,0.70143,0.76893,0.76754,0.60658,1.031,2.61351,0.95661,1.47747,0,0.00064558,0.00064558,0.00064558
181,1985.88,0.70559,1.79225,0.82866,1.08488,0,0.91524,0.75056,0.8598,0.6714,0.90579,0.70823,0.8061,0.61708,1.01773,2.38732,0.87562,1.4876,0,0.0006436,0.0006436,0.0006436
182,1996.81,0.72138,1.78995,0.82655,1.09206,0,0.89236,0.762,0.82681,0.65915,0.85898,0.7486,0.78517,0.60497,1.04835,2.6773,0.97034,1.51417,0,0.00064162,0.00064162,0.00064162
183,2007.68,0.71583,1.76017,0.83431,1.08516,0,0.83213,0.74486,0.82332,0.61149,0.8361,0.73918,0.79421,0.57834,1.08237,2.67073,0.91875,1.54064,0,0.00063964,0.00063964,0.00063964
184,2018.47,0.71785,1.79398,0.82556,1.09943,0,0.90932,0.71734,0.80926,0.59846,0.88523,0.70401,0.77597,0.59213,1.11817,2.48529,1.10619,1.56685,0,0.00063766,0.00063766,0.00063766
185,2029.46,0.71908,1.72941,0.80664,1.09242,0,0.73108,0.78672,0.82169,0.59188,0.69246,0.75547,0.77663,0.55127,1.03299,2.5783,1.08556,1.53783,0,0.00063568,0.00063568,0.00063568
186,2040.41,0.70362,1.78092,0.80867,1.08349,0,0.54641,0.82679,0.81184,0.59226,0.52994,0.81786,0.78722,0.5645,1.04518,2.64547,0.98661,1.52466,0,0.0006337,0.0006337,0.0006337
187,2051.37,0.69986,1.73661,0.78757,1.08213,0,0.77381,0.77734,0.79883,0.62081,0.74607,0.75948,0.77416,0.58711,1.04852,2.70023,1.062,1.55074,0,0.00063172,0.00063172,0.00063172
188,2062.39,0.68026,1.69494,0.76832,1.06826,0,0.90928,0.72567,0.81376,0.64123,0.87658,0.70617,0.78566,0.61851,1.04546,2.78103,0.96211,1.54581,0,0.00062974,0.00062974,0.00062974
189,2073.35,0.6684,1.65953,0.7566,1.06177,0,0.91601,0.73248,0.81486,0.65253,0.84943,0.73991,0.7922,0.62823,0.95383,2.391,1.00318,1.48634,0,0.00062776,0.00062776,0.00062776
190,2084.24,0.70203,1.77218,0.81057,1.09018,0,0.88219,0.71817,0.81305,0.66188,0.87012,0.70734,0.77342,0.58963,1.00559,2.75136,0.98756,1.55414,0,0.00062578,0.00062578,0.00062578
191,2095.12,0.6951,1.69899,0.7968,1.08134,0,0.78315,0.71161,0.79108,0.63281,0.76606,0.70268,0.76132,0.58083,1.08851,2.88987,1.09893,1.56727,0,0.0006238,0.0006238,0.0006238
192,2106.03,0.72053,1.78915,0.82613,1.09269,0,0.78781,0.7287,0.78573,0.62603,0.766,0.71977,0.7597,0.57012,1.00902,2.38428,1.32603,1.46879,0,0.00062182,0.00062182,0.00062182
193,2116.97,0.70089,1.74641,0.80541,1.09057,0,0.89066,0.72054,0.80392,0.62554,0.8513,0.69821,0.76617,0.6031,0.99832,2.34002,1.1279,1.43258,0,0.00061984,0.00061984,0.00061984
194,2127.92,0.69243,1.71662,0.79074,1.06535,0,0.73691,0.76808,0.80277,0.61879,0.70686,0.75012,0.77011,0.6141,0.97848,2.59933,1.06542,1.42275,0,0.00061786,0.00061786,0.00061786
195,2138.92,0.69746,1.76014,0.76676,1.0693,0,0.87267,0.72344,0.8042,0.65909,0.84076,0.70669,0.76316,0.61955,0.985,2.35698,1.11572,1.52413,0,0.00061588,0.00061588,0.00061588
196,2149.84,0.67939,1.726,0.78638,1.07269,0,0.89687,0.75337,0.816,0.61656,0.84793,0.7285,0.75692,0.59611,0.99913,2.65329,1.12504,1.52753,0,0.0006139,0.0006139,0.0006139
197,2160.78,0.65886,1.61109,0.71662,1.04816,0,0.86007,0.71344,0.80551,0.60631,0.82809,0.69559,0.75155,0.59658,0.99117,2.42771,1.11913,1.4949,0,0.00061192,0.00061192,0.00061192
198,2171.74,0.68704,1.78251,0.78198,1.07279,0,0.80984,0.71916,0.8108,0.62927,0.79285,0.71023,0.77095,0.59257,0.97227,2.51568,0.99288,1.43937,0,0.00060994,0.00060994,0.00060994
199,2182.7,0.69743,1.69642,0.81133,1.07663,0,0.88625,0.70856,0.79883,0.64196,0.85408,0.69571,0.76512,0.57973,0.98905,2.79297,1.00683,1.46902,0,0.00060796,0.00060796,0.00060796
200,2193.59,0.6954,1.6868,0.77699,1.07762,0,0.83281,0.74,0.82445,0.66316,0.81382,0.73873,0.79244,0.61529,1.03052,2.60922,1.00964,1.51043,0,0.00060598,0.00060598,0.00060598
201,2204.45,0.67801,1.724,0.75615,1.06394,0,0.87415,0.68312,0.82191,0.66039,0.86055,0.67295,0.78857,0.61015,1.05388,2.46027,1.07539,1.50713,0,0.000604,0.000604,0.000604
202,2215.42,0.68321,1.71485,0.76862,1.06673,0,0.81521,0.77987,0.82632,0.6424,0.77977,0.75308,0.78819,0.59745,0.99737,2.44058,1.06776,1.46376,0,0.00060202,0.00060202,0.00060202
203,2226.41,0.69609,1.76073,0.80555,1.0895,0,0.76926,0.77973,0.81367,0.64361,0.75168,0.76634,0.76751,0.61188,0.95112,2.47443,1.14709,1.47056,0,0.00060004,0.00060004,0.00060004
204,2237.34,0.7259,1.80505,0.84991,1.10102,0,0.65206,0.81339,0.8067,0.6445,0.62971,0.78661,0.76458,0.59476,0.96852,2.48368,1.08231,1.4547,0,0.00059806,0.00059806,0.00059806
205,2248.32,0.69081,1.71963,0.77483,1.06879,0,0.86881,0.75786,0.80548,0.61546,0.80884,0.7202,0.75375,0.60106,1.03691,2.40401,1.21504,1.51518,0,0.00059608,0.00059608,0.00059608
206,2259.27,0.68429,1.72412,0.7771,1.07058,0,0.93396,0.69323,0.81736,0.6114,0.9032,0.66827,0.77214,0.5874,1.01019,2.48585,1.15015,1.51603,0,0.0005941,0.0005941,0.0005941
207,2270.24,0.67462,1.66128,0.76646,1.06667,0,0.87948,0.71115,0.8226,0.63654,0.83754,0.68883,0.77298,0.61008,0.97244,2.51537,0.99394,1.44694,0,0.00059212,0.00059212,0.00059212
208,2281.22,0.70643,1.75429,0.792,1.08859,0,0.87562,0.71119,0.80281,0.62281,0.86664,0.68341,0.76985,0.58519,0.97209,2.53116,1.21721,1.49532,0,0.00059014,0.00059014,0.00059014
209,2292.17,0.68434,1.67053,0.78788,1.07917,0,0.82968,0.75179,0.80524,0.62999,0.80724,0.73166,0.77377,0.60912,0.99363,2.43561,1.13425,1.48274,0,0.00058816,0.00058816,0.00058816
210,2303.1,0.70771,1.75434,0.79724,1.08846,0,0.90539,0.74491,0.84178,0.68589,0.86959,0.72705,0.78709,0.60686,0.97286,2.60422,1.07224,1.53328,0,0.00058618,0.00058618,0.00058618
211,2314.13,0.67261,1.67949,0.74755,1.07356,0,0.85917,0.77464,0.83046,0.65195,0.82386,0.74678,0.77111,0.58918,0.98229,2.55611,1.11113,1.54028,0,0.0005842,0.0005842,0.0005842
212,2325.05,0.70874,1.82085,0.82886,1.09273,0,0.83554,0.7918,0.84677,0.65504,0.84493,0.7532,0.80343,0.59931,1.02627,2.26883,0.91402,1.57233,0,0.00058222,0.00058222,0.00058222
213,2335.85,0.66955,1.6387,0.74279,1.05532,0,0.82069,0.80071,0.82799,0.67538,0.80636,0.78986,0.78915,0.58387,0.97727,2.4897,0.98038,1.48467,0,0.00058024,0.00058024,0.00058024
214,2346.72,0.6945,1.75516,0.77023,1.07787,0,0.87393,0.78182,0.83861,0.66674,0.82624,0.75503,0.78715,0.60444,0.98624,2.44421,0.98249,1.52429,0,0.00057826,0.00057826,0.00057826
215,2357.67,0.70464,1.77296,0.7959,1.084,0,0.85434,0.74807,0.81726,0.65505,0.8239,0.71499,0.77333,0.61571,1.00705,2.50486,1.15572,1.506,0,0.00057628,0.00057628,0.00057628
216,2368.61,0.7188,1.80475,0.81986,1.09502,0,0.84954,0.73502,0.81195,0.64696,0.80686,0.70101,0.77721,0.61795,0.98342,2.48912,1.15278,1.51077,0,0.0005743,0.0005743,0.0005743
217,2379.4,0.66752,1.68566,0.75346,1.05481,0,0.89921,0.70779,0.82813,0.65915,0.87391,0.6704,0.7776,0.61345,1.03907,2.60507,1.11138,1.57619,0,0.00057232,0.00057232,0.00057232
218,2390.31,0.66282,1.6078,0.75386,1.05798,0,0.89152,0.71951,0.82491,0.68416,0.84285,0.68903,0.77677,0.62623,1.00914,2.58362,1.00347,1.54199,0,0.00057034,0.00057034,0.00057034
219,2401.33,0.6594,1.64848,0.73594,1.05732,0,0.87934,0.75294,0.85294,0.66763,0.86004,0.72585,0.80108,0.63673,0.97354,2.49889,1.02266,1.50052,0,0.00056836,0.00056836,0.00056836
220,2412.22,0.68938,1.70818,0.78105,1.0764,0,0.8916,0.78154,0.84937,0.66586,0.85656,0.75872,0.80906,0.63807,1.00788,2.56195,1.00053,1.51791,0,0.00056638,0.00056638,0.00056638
221,2423.15,0.65976,1.64532,0.73547,1.05407,0,0.74018,0.81429,0.8251,0.66239,0.72133,0.80089,0.80623,0.60573,0.99087,2.63521,0.9683,1.53439,0,0.0005644,0.0005644,0.0005644
222,2434.1,0.67628,1.73822,0.77373,1.07311,0,0.75569,0.7903,0.81676,0.66979,0.71177,0.75139,0.77012,0.61089,0.98127,2.43896,0.9481,1.51042,0,0.00056242,0.00056242,0.00056242
223,2444.93,0.65414,1.6089,0.72718,1.06038,0,0.87424,0.72589,0.80533,0.64426,0.85445,0.71786,0.78217,0.60875,0.9695,2.40441,1.0158,1.52717,0,0.00056044,0.00056044,0.00056044
224,2455.76,0.65603,1.63008,0.74762,1.05469,0,0.87644,0.7237,0.82445,0.66045,0.85489,0.71498,0.78502,0.61291,0.91533,2.61451,0.99391,1.49168,0,0.00055846,0.00055846,0.00055846
225,2466.64,0.65795,1.6235,0.70153,1.05005,0,0.84054,0.79281,0.83845,0.63431,0.80868,0.76875,0.78655,0.61614,1.02047,2.545,1.11243,1.58468,0,0.00055648,0.00055648,0.00055648
226,2477.57,0.67545,1.71753,0.74777,1.06663,0,0.89637,0.76843,0.84054,0.65679,0.84796,0.74121,0.78102,0.61593,1.01183,2.61356,1.19536,1.58531,0,0.0005545,0.0005545,0.0005545
227,2488.46,0.66257,1.67327,0.73159,1.05507,0,0.76128,0.77122,0.82847,0.63143,0.70969,0.72622,0.78298,0.61258,1.00389,2.33787,1.14765,1.54511,0,0.00055252,0.00055252,0.00055252
228,2499.33,0.64785,1.60226,0.71606,1.05471,0,0.91893,0.7319,0.82422,0.64997,0.88574,0.71128,0.76505,0.61577,1.00316,2.36539,1.22035,1.51347,0,0.00055054,0.00055054,0.00055054
229,2510.28,0.65415,1.65068,0.75618,1.05212,0,0.85318,0.74039,0.81716,0.63389,0.81053,0.71638,0.77752,0.60752,1.0006,2.23511,1.12298,1.51244,0,0.00054856,0.00054856,0.00054856
230,2521.28,0.66976,1.71811,0.76005,1.05915,0,0.8326,0.75771,0.82235,0.61689,0.83731,0.70101,0.77458,0.59412,0.98473,2.14233,1.10163,1.53786,0,0.00054658,0.00054658,0.00054658
231,2532.21,0.65227,1.6044,0.70684,1.04838,0,0.83932,0.70791,0.81457,0.61081,0.83195,0.68956,0.78084,0.60184,0.98118,2.21512,1.06951,1.51433,0,0.0005446,0.0005446,0.0005446
232,2543.14,0.64637,1.58147,0.72149,1.04693,0,0.90527,0.69966,0.81894,0.59831,0.83983,0.67492,0.75949,0.6047,1.00915,2.46024,1.03682,1.51684,0,0.00054262,0.00054262,0.00054262
233,2554.01,0.67265,1.70798,0.76148,1.06561,0,0.90627,0.74418,0.83079,0.67287,0.84993,0.72393,0.76473,0.62086,0.95398,2.47213,0.93643,1.45588,0,0.00054064,0.00054064,0.00054064
234,2565.05,0.65057,1.60981,0.71572,1.05113,0,0.84145,0.75307,0.82183,0.64232,0.82878,0.69517,0.7513,0.59002,0.97709,2.42161,1.0591,1.47874,0,0.00053866,0.00053866,0.00053866
235,2576.04,0.65907,1.60058,0.73869,1.05371,0,0.89633,0.75409,0.83482,0.67576,0.86253,0.73363,0.77873,0.62631,0.99565,2.29702,1.07772,1.49738,0,0.00053668,0.00053668,0.00053668
236,2587.07,0.67471,1.72936,0.76051,1.06771,0,0.79798,0.79335,0.82934,0.67005,0.9089,0.67587,0.78165,0.62911,0.95019,2.39036,1.09233,1.48925,0,0.0005347,0.0005347,0.0005347
237,2598.07,0.70087,1.68249,0.77065,1.09344,0,0.84329,0.75978,0.82742,0.63777,0.83238,0.73311,0.78344,0.6395,0.98947,2.22952,1.00055,1.55438,0,0.00053272,0.00053272,0.00053272
238,2609.03,0.65472,1.59855,0.71072,1.04918,0,0.88119,0.71531,0.82265,0.65317,0.85031,0.70311,0.7867,0.62677,0.96125,2.35331,1.03023,1.47535,0,0.00053074,0.00053074,0.00053074
239,2619.99,0.63681,1.60747,0.70028,1.0388,0,0.84211,0.7994,0.83894,0.66459,0.82853,0.73986,0.80435,0.61575,0.98128,2.23212,0.97373,1.4813,0,0.00052876,0.00052876,0.00052876
240,2630.96,0.64936,1.67601,0.7029,1.05413,0,0.85685,0.7509,0.82948,0.66518,0.83931,0.73632,0.79539,0.6064,0.95523,2.33649,1.02709,1.51862,0,0.00052678,0.00052678,0.00052678
241,2641.96,0.64705,1.61585,0.71228,1.04733,0,0.86978,0.71689,0.81147,0.651,0.8422,0.7035,0.76677,0.58963,0.9931,2.34901,1.23595,1.50154,0,0.0005248,0.0005248,0.0005248
242,2653.01,0.66113,1.70142,0.73216,1.06508,0,0.8269,0.71161,0.80854,0.66704,0.79296,0.71257,0.78188,0.60896,0.98141,2.18043,1.18258,1.4732,0,0.00052282,0.00052282,0.00052282
243,2663.88,0.64099,1.60771,0.70789,1.05271,0,0.82553,0.74391,0.79971,0.64359,0.80678,0.73878,0.76592,0.61873,0.99076,2.38619,1.17586,1.45664,0,0.00052084,0.00052084,0.00052084
244,2674.71,0.64254,1.60653,0.71856,1.05127,0,0.77678,0.75087,0.77803,0.62582,0.74898,0.73764,0.76019,0.59652,1.00228,2.33884,1.201,1.47652,0,0.00051886,0.00051886,0.00051886
